00:54:09.1,0,inactive,inactive,62
00:29:43.9,3,inactive,inactive,67
00:07:47,0,inactive,active,68
00:31:30.7,1,inactive,inactive,63
00:37:57.4,2,inactive,inactive,65
00:26:00,2,inactive,inactive,65
00:02:48.9,1,active,inactive,69
00:53:36.1,3,inactive,inactive,68
00:30:52.3,4,inactive,inactive,69
00:36:44.5,2,inactive,inactive,69
00:37:26.2,0,inactive,inactive,69
00:21:13.9,0,active,inactive,62
00:59:59.7,4,inactive,active,68
00:29:59.2,3,inactive,active,70
00:20:32.8,4,inactive,inactive,65
00:59:29.1,3,inactive,active,69
00:59:51.2,4,inactive,inactive,68
00:30:08.5,3,inactive,inactive,71
00:59:54.9,6,active,inactive,66
00:23:25.7,5,inactive,active,62
00:43:50,0,inactive,inactive,66
00:18:56.8,0,inactive,inactive,65
00:55:15.5,2,inactive,inactive,65
00:08:16.5,6,active,inactive,68
00:16:00.6,0,active,inactive,65
00:34:33.1,1,inactive,inactive,67
00:27:29.6,6,inactive,inactive,65
00:11:51.6,3,inactive,inactive,68
00:13:52.4,0,inactive,active,64
00:39:34.8,6,inactive,inactive,70
00:19:06.8,0,active,inactive,64
00:15:11,0,active,inactive,64
00:55:50,4,inactive,inactive,62
00:41:27.3,2,inactive,inactive,71
00:16:04,2,inactive,inactive,65
00:50:59.9,3,inactive,inactive,66
00:23:34.3,1,inactive,inactive,66
00:34:50.8,2,inactive,inactive,62
00:28:31.2,6,active,inactive,66
00:54:57.9,4,active,inactive,69
00:06:52.9,0,inactive,inactive,67
00:51:12.1,0,inactive,active,69
00:15:49.8,3,inactive,inactive,66
00:08:27.7,1,inactive,inactive,63
00:42:39.3,0,inactive,inactive,69
00:10:24.7,2,inactive,active,64
00:33:17.2,2,inactive,active,69
00:09:11.8,6,inactive,inactive,66
00:19:03.4,5,inactive,inactive,67
00:48:19.6,6,active,inactive,66
00:49:16.2,2,inactive,inactive,63
00:38:37.2,2,inactive,inactive,63
00:48:07.9,4,inactive,inactive,70
00:03:22.5,4,inactive,inactive,64
00:13:34.8,3,inactive,inactive,67
00:26:33.7,3,inactive,inactive,70
00:50:48.5,3,inactive,inactive,71
00:35:27,4,inactive,inactive,63
00:53:36.2,2,active,inactive,64
00:44:42.4,0,inactive,inactive,63
00:27:11.6,5,inactive,inactive,66
00:26:53.1,4,inactive,inactive,64
00:43:35.5,1,active,inactive,66
00:11:11.6,4,inactive,active,71
00:27:50.6,4,inactive,active,70
00:43:15.3,0,inactive,active,70
00:52:10.6,4,active,inactive,70
00:37:52.7,0,active,inactive,65
00:41:44,0,inactive,inactive,63
00:51:10,5,active,inactive,64
00:03:43.4,3,inactive,active,71
00:21:53.5,1,inactive,active,68
00:20:29.1,2,active,inactive,69
00:18:29.3,2,inactive,inactive,65
00:43:50.3,1,active,active,69
00:27:07.7,0,inactive,active,62
00:48:19.3,6,inactive,inactive,62
00:49:27.1,4,inactive,inactive,71
00:20:16.2,2,inactive,active,70
00:00:38.5,0,inactive,inactive,65
00:27:55.9,3,inactive,inactive,65
00:22:43.3,5,inactive,active,64
00:20:10.6,6,inactive,inactive,62
00:12:51.8,1,inactive,inactive,69
00:48:01,3,inactive,inactive,66
00:55:44.9,0,inactive,inactive,69
00:30:10.8,1,inactive,active,63
00:41:38.1,2,active,inactive,65
00:59:19.6,2,inactive,inactive,67
00:05:58.4,2,active,inactive,68
00:57:40.2,0,active,active,70
00:24:00.8,2,inactive,inactive,65
00:20:24,6,inactive,active,66
00:00:59.9,3,inactive,inactive,62
00:28:16.9,2,inactive,inactive,65
00:50:48,3,active,inactive,62
00:50:46.9,3,active,inactive,71
00:13:25.3,0,inactive,active,70
00:04:49.5,0,inactive,inactive,65
00:57:12.5,4,inactive,inactive,70
00:41:18.3,6,inactive,inactive,71
00:04:35.4,1,inactive,inactive,68
00:37:32.5,1,inactive,active,68
00:32:15,2,inactive,inactive,69
00:14:13.9,2,active,inactive,67
00:30:40.6,4,inactive,inactive,66
00:22:33.3,2,inactive,inactive,70
00:55:35.6,0,inactive,inactive,70
00:51:57.4,3,inactive,inactive,71
00:58:13.3,6,inactive,active,67
00:30:45.1,1,inactive,inactive,64
00:55:57.6,2,inactive,inactive,64
00:09:53.9,2,inactive,inactive,65
00:36:21.3,6,inactive,inactive,62
00:58:02.1,4,inactive,inactive,66
00:08:40.4,1,inactive,inactive,71
00:28:57.9,1,inactive,inactive,70
00:36:40.5,2,active,inactive,63
00:15:00.1,1,inactive,active,71
00:09:43.7,1,inactive,inactive,66
00:26:06.6,4,inactive,active,66
00:22:56.4,2,inactive,inactive,69
00:17:29.3,3,inactive,inactive,69
00:48:30.7,5,active,inactive,70
00:31:19.1,1,inactive,inactive,67
00:56:39.8,4,active,inactive,70
00:34:06.7,2,inactive,inactive,70
00:50:04.1,2,inactive,inactive,63
00:46:34.5,3,inactive,inactive,64
00:28:15.9,2,inactive,inactive,70
00:41:32.1,3,inactive,active,66
00:22:40.2,1,inactive,active,67
00:48:00.5,0,inactive,active,70
00:16:20.7,2,inactive,active,66
00:14:45,1,inactive,inactive,64
00:01:34.7,6,inactive,active,70
00:18:52.4,0,inactive,inactive,70
00:38:45,0,inactive,inactive,70
00:24:24.4,3,inactive,inactive,68
00:22:51.2,2,inactive,inactive,62
00:59:36.5,1,active,inactive,63
00:49:21.8,2,active,inactive,65
00:04:10.5,2,inactive,inactive,62
00:56:56.9,6,inactive,inactive,63
00:30:28.6,2,inactive,active,68
00:11:52.3,3,inactive,inactive,66
00:22:55.2,1,active,inactive,71
00:43:29.4,1,inactive,inactive,63
00:30:08.2,4,inactive,inactive,66
00:12:40,2,inactive,active,64
00:31:07.8,4,inactive,inactive,68
00:36:30.7,1,inactive,inactive,68
00:44:59.8,0,inactive,inactive,71
00:52:15.9,2,inactive,inactive,62
00:48:55.2,2,inactive,inactive,71
00:49:10,0,inactive,inactive,62
00:55:14.8,1,inactive,inactive,68
00:06:38.5,0,inactive,inactive,71
00:23:06.5,0,inactive,inactive,69
00:12:43.8,3,inactive,inactive,63
00:13:32.4,1,active,inactive,63
00:39:18.8,4,inactive,inactive,63
00:30:03.5,4,inactive,inactive,67
00:57:19.9,1,inactive,inactive,66
00:40:57.7,2,inactive,inactive,71
00:41:46.1,2,inactive,inactive,64
00:41:35.8,5,inactive,inactive,66
00:28:51,0,inactive,inactive,65
00:59:04.9,1,inactive,inactive,65
00:23:25,4,active,inactive,66
00:56:27.2,3,inactive,active,65
00:26:56.9,4,inactive,inactive,64
